x,y,hue,cat,location,name
5.621513,22.889326,0,"Big Data, Blockchain, Business Intelligence, Enterprise, Human Resources, Machine Learning",Austin,AI4Jobs - Powered by ThisWay
9.306642,-45.4733,0,"Automotive, Electronics, Information Technology",Austin,Mindtronic AI
-20.405666,-27.97374,5,"Analytics, Big Data, Cloud Data Services, Data Integration, Machine Learning, Predictive Analytics",Bay Area,myngl.io
41.224895,17.065958,4,"Machine Learning, PaaS, Software",New York,AI.Reverie
26.336037,-0.65464395,5,"Human Resources, Internet, Marketplace, Recruiting, SaaS",Bay Area,Skillzilla
-43.891464,-5.698615,4,"Blockchain, Machine Learning",New York,TraneAi
11.555836,2.6274867,3,"Analytics, Electronics, Enterprise Software, Human Resources, Information Technology, SaaS, Software",Boston,"Audseb, Inc."
8.202163,7.604979,5,"Computer Vision, Machine Learning, Software",Bay Area,Kraenion
4.3986673,27.863808,5,"Business Intelligence, Corporate Training, E-Learning, Enterprise Applications, Human Resources, Machine Learning, Natural Language Processing",Bay Area,"Numly, Inc."
7.821003,8.197103,5,"Analytics, Apps, Fitness, Machine Learning, Mobile Apps, Software",Bay Area,Ausava Inc.
-18.610237,-23.70698,4,"Financial Services, Machine Learning, Natural Language Processing",New York,VidaMinds Inc
21.73787,-22.947397,5,"Android, Cloud Computing, Information Technology, Internet, Internet of Things, iOS, Machine Learning, Mobile, Software",Bay Area,Corporate Central
-43.81553,-5.9130926,5,"Education, Information Technology, Machine Learning",Bay Area,Discidium Technologies
-3.9542682,2.1030266,5,"Blockchain, Human Resources, Machine Learning, Recruiting",Bay Area,MatchPoll
-30.441704,27.36839,4,"Blockchain, Content Creators, Cryptocurrency, Film Distribution, Funding Platform",New York,ephelants360
5.6215057,22.88094,5,"Apps, Information Technology",Bay Area,Celestek
18.004555,3.6563327,5,"Blockchain, Machine Learning, Vertical Search",Bay Area,Loop Network
42.616932,15.857527,5,"Children, Health Care, Wellness",Bay Area,Alea Diagnostics
9.308285,-45.474014,5,"Consulting, Software",Bay Area,Agave Partners Capital
-15.4311,-25.485415,5,"Document Management, Information Technology, Legal, Legal Tech",Bay Area,Advobot
-24.163097,7.291479,4,"Enterprise Software, Machine Learning, Predictive Analytics, SaaS, Sales",New York,BuyerSight
1.798425,18.939562,5,"Mobile, Software",Bay Area,Flote
32.112125,24.021677,5,"Education, Information Technology, Software",Bay Area,eBibelot
19.504143,-24.048332,5,"Augmented Reality, Robotics",Bay Area,TickTock AI
40.394028,18.061424,2,"Finance, Financial Services, FinTech, Information Technology, Machine Learning, Prediction Markets",Los Angeles,Equilibrium
-5.964553,-0.96407855,5,"E-Commerce, E-Commerce Platforms, Machine Learning, Personalization",Bay Area,Amber64
-8.405084,-3.43225,4,"Android, Computer Vision, iOS, Software, Web Development",New York,Reflect Labs
-24.16349,7.2914786,0,"Big Data, Blockchain, Machine Learning",Austin,DeepHive
5.9975977,20.774076,5,"Internet, Transportation, Travel",Bay Area,Vegas Jets
43.201817,15.347978,5,"Automotive, Computer, Consumer Electronics, Information Technology, Messaging, Robotics, Software",Bay Area,DecaSense
17.774313,3.1481135,5,"B2B, Communities, Human Resources, Internet, Machine Learning, Small and Medium Businesses",Bay Area,meaZr
-3.9480722,2.1367843,5,"Augmented Reality, Computer Vision, Photography, Social Media, Social Network, Software",Bay Area,DINA
20.833015,-21.826963,5,"Blockchain, Information Technology, Internet",Bay Area,Transfi
6.62242,6.919125,5,"Commercial Real Estate, Machine Learning, Predictive Analytics, Real Estate, SaaS",Bay Area,Boulevard Software
5.4418163,26.839664,0,"Finance, Machine Learning, News, Politics, SaaS, Virtual Currency",Austin,Market Vulture
-23.181303,-35.166187,4,Health Care,New York,"Artificial Cognition, Inc."
2.845073,-15.917089,5,"Machine Learning, Speech Recognition",Bay Area,R7 Speech Sciences
-31.936016,27.953285,5,"Apps, Internet of Things, Machine Learning, Mobile, Natural Language Processing, Robotics",Bay Area,VirtuallyMagic
4.469378,27.318695,5,"CRM, Information Technology, Software",Bay Area,Conversy
-5.9645534,-0.96407855,0,"Big Data, Business Intelligence, E-Commerce",Austin,Etailligence
10.693078,-43.37844,2,"Advertising, Lifestyle, Market Research, Social",Los Angeles,WhatTuDu
-43.95026,-4.2818513,4,"Analytics, Internet, Machine Learning, Mobile, Mobile Apps",New York,theMind
-28.620838,27.540094,5,"Biotechnology, Education, FinTech, Machine Learning, Natural Language Processing, Search Engine, Virtual Reality",Bay Area,Sykopomp Industries
11.708059,-49.818893,5,"Banking, Insurance, Machine Learning, PaaS, Predictive Analytics, Social, Telecommunications",Bay Area,ecosystem.Ai
-24.681322,-38.364143,2,"Consulting, Data Mining, Data Visualization",Los Angeles,StoryArc
-23.578714,-36.054817,5,"Health Care, Health Insurance",Bay Area,Explain.Care Inc.
-24.16343,7.291549,3,"FinTech, Machine Learning",Boston,ThinkerZero
5.643424,22.594063,4,"Employee Benefits, Human Resources, Natural Language Processing",New York,Aubry
-18.60702,-23.707075,5,"E-Commerce, Information Technology",Bay Area,Convee.ai
-15.07535,-3.3411503,2,"Hardware, Machine Learning, Video",Los Angeles,JeVois Inc
-27.76658,8.376031,2,Artificial Intelligence,Los Angeles,Maai
11.689848,-50.514626,5,"Blockchain, Human Resources, Machine Learning, PaaS, Personal Branding, Personal Development, Reputation, SaaS, Social Network, Virtual Currency, Wellness",Bay Area,Synctrics
26.185766,-27.786139,5,"Consumer Electronics, Health Diagnostics, Machine Learning, Medical Device",Bay Area,ThinkBe
23.778658,0.783034,5,"Machine Learning, SaaS",Bay Area,Surface Owl
9.229625,4.6611013,5,"Information Technology, Software",Bay Area,Zillion Pitches
13.258192,5.8493137,5,"Collaboration, Enterprise Software, Meeting Software, SaaS, Unified Communications, Virtual Assistant",Bay Area,izi
-46.48091,-1.5861235,5,"Big Data, Cloud Data Services, Data Mining, Digital Entertainment, Financial Services, Intelligent Systems, Machine Learning, Predictive Analytics, Stock Exchanges",Bay Area,Elite Tech Apps
5.341861,26.837807,5,"Advertising, Artificial Intelligence",Bay Area,Asora Inc
-45.807076,-2.1505234,5,"Big Data, Bitcoin, Blockchain, Cloud Data Services, Cryptocurrency, Data Mining, Data Visualization, Ethereum, Machine Learning",Bay Area,Amulet Platform
19.825426,-23.951736,5,"Automotive, Big Data, Delivery, Information Technology, Logistics, Software",Bay Area,Skedler
-24.521393,-38.03442,4,"Corporate Training, Human Resources, Machine Learning, SaaS, Software",New York,Forefront
-22.297258,-34.0645,5,"Analytics, Software",Bay Area,Simply Stakeholders
7.2977753,25.994167,5,"Business Development, Content Creators, Machine Learning, Marketing, Product Research, Web Development",Bay Area,todreamalife
2.4251938,-13.139926,5,"Apps, Information Technology, Mobile Apps",Bay Area,Voice2biz
25.91389,-27.163982,5,"Advertising, Information Technology, Marketing, Product Design, Software",Bay Area,"Altola, Inc."
4.4210124,28.042849,5,"Dating, Finance, Machine Learning, Personal Finance, Software",Bay Area,"Optdin, Inc."
22.28164,1.2356083,4,"Analytics, Compliance, Software, Telecommunications",New York,Pairity
-21.187517,-30.837475,3,Information Technology,Boston,Hound Software
10.693813,-43.35266,2,"Audio, Digital Entertainment",Los Angeles,Ground Control
-10.64781,43.858753,4,"Augmented Reality, Computer Vision, Machine Learning, Mobile",New York,Virtmotion
30.209835,24.748419,5,"Apps, Consumer Software, Education, Lifestyle, Machine Learning, Parenting, SaaS",Bay Area,Karmic Circles
17.773212,3.1476064,5,"Big Data, Information Technology",Bay Area,SageDo
11.379758,6.102666,4,"Analytics, Asset Management, Finance, Financial Services, FinTech, Machine Learning, Risk Management",New York,Applied InvestmentScience
-10.65262,43.863132,4,"Big Data, Machine Learning",New York,Whisper Mob
-22.94122,-34.03452,5,"Business Information Systems, Information Technology, Management Information Systems, Software",Bay Area,Machinechat
11.69112,-48.728146,5,"Retail Technology, SaaS, Social",Bay Area,LookyLoo
-21.412022,-30.535954,4,"E-Commerce, Information Technology, Messaging",New York,Smalltalk
-17.835148,-28.716604,5,"Machine Learning, Mobile Apps, SaaS",Bay Area,ArubaAI
31.708412,23.390696,5,"Internet, Internet of Things",Bay Area,IDYIA
43.585403,14.862342,2,"Education, Human Resources, Internet",Los Angeles,TitanHire
-46.376617,-1.7191765,4,"Art, Information Technology, Museums and Historical Sites, Music, Virtual Reality",New York,TeRra VR
-26.85881,7.261672,5,"Big Data, Information Technology, Software",Bay Area,Listlicious
2.4770505,-14.527518,4,"Business Intelligence, Finance, Health Care, Life Science, Machine Learning, Predictive Analytics",New York,Prometheus Ax
-6.6903696,-1.230522,5,Software,Bay Area,Tbd
-20.59356,-26.764822,4,"Machine Learning, Market Research, Natural Language Processing",New York,Raedan
-28.435675,8.294893,5,Information Technology,Bay Area,YouTheData
-11.546214,49.825634,5,"Machine Learning, Politics, Social Media",Bay Area,Caucusbox
9.310168,-45.470215,5,"Advertising, Artificial Intelligence",Bay Area,advelvet
-15.061715,-3.6220908,5,"Consulting, Information Technology, Telecommunications",Bay Area,"proUkel, LLC"
20.815378,-21.786503,5,"Analytics, Big Data, Information Technology, Software",Bay Area,MindWave X
44.39509,14.460885,5,"Big Data, Human Computer Interaction, Machine Learning",Bay Area,CELEBRIUM LABS
31.273487,23.558493,4,"Legal, Machine Learning, Natural Language Processing",New York,Curia
11.556221,2.627817,4,Machine Learning,New York,Deskdrop
-28.435627,8.2948675,5,"Analytics, Machine Learning, Sports",Bay Area,Kinemai Inc.
-34.15886,27.474289,5,"CRM, Information Technology, Machine Learning",Bay Area,Validation AI
43.965797,14.890491,0,"Big Data, Communities, CRM, Health Care, Information Technology, Mobile, Mobile Payments, Software",Austin,I AM Support Care
-10.667656,43.87399,5,"E-Commerce, Fashion, Machine Learning, Retail",Bay Area,The Reel
-32.86928,28.236694,4,"Android, Big Data, Human Resources, Information Technology, iOS, Location Based Services, Machine Learning, Messaging, Social Media, Video",New York,Mobihires
-16.716627,-23.2289,3,Information Technology,Boston,Empiriclee
21.754658,-22.962774,4,"Apps, Real Estate",New York,Goliath
3.152009,26.066277,5,"Image Recognition, Machine Learning, Social",Bay Area,Woolah
-32.006935,27.880325,2,"Intelligent Systems, Machine Learning",Los Angeles,Wounding
5.29828,20.59708,4,Software,New York,PRIMO AI
-26.819376,7.3098845,2,"Apps, Information Technology, Machine Learning, Software",Los Angeles,Natively.ai
3.3243792,-16.118296,5,"Information Technology, News, Publishing",Bay Area,Techie8
2.5509903,-15.432091,5,"Business Intelligence, Insurance, Machine Learning, Software",Bay Area,RiskDV
-18.609743,-23.70501,5,"Big Data, E-Commerce, Marketing Automation, Mobile Apps, Social Media",Bay Area,"Growth Media, Inc."
4.527443,28.664629,5,Artificial Intelligence,Bay Area,Wundr.Ai
-11.353328,49.62866,5,Machine Learning,Bay Area,QSR AI Research Lab
-31.953829,28.318935,4,"Analytics, Information Technology, Software",New York,DataScava
-8.688658,-1.590321,2,Machine Learning,Los Angeles,AiPA
39.16079,18.783205,2,"Information Technology, Mobile, Mobile Apps",Los Angeles,Metrowise
2.7586436,22.090042,5,Information Technology,Bay Area,Jayter
-16.013727,-27.170784,5,"Analytics, Business Intelligence, Cloud Computing, Machine Learning, Market Research, Marketing, Marketing Automation, Predictive Analytics",Bay Area,Fondament Analytica
-18.595959,-23.71079,5,"Analytics, Big Data, Cloud Data Services, Data Storage, Enterprise Software, Machine Learning",Bay Area,Celestium Computing
31.439327,23.885494,5,Information Technology,Bay Area,Stealth Mode
-8.4022045,-3.4458303,5,"Information Technology, Internet",Bay Area,ALLWEONE.COM
-10.657083,43.865723,4,"Information Technology, Software",New York,MultiplyIQ
26.509947,-0.74592596,5,"Big Data, SaaS",Bay Area,BodyBlock AI
2.7589183,22.090303,5,"Consulting, Information Technology",Bay Area,ANewD.ai
9.310133,-45.47003,0,"Advertising Platforms, Big Data, Retail",Austin,Videosyne
30.190685,24.728605,4,Education,New York,Aptiq.io
-24.57454,-38.15951,5,Artificial Intelligence,Bay Area,Rancard Inc.
-16.712917,-23.230516,5,"Enterprise Software, Information Services, Information Technology, Machine Learning, Marketing, Marketing Automation, Professional Services, SEO",Bay Area,"Discrete Data Solutions, LLC"
-10.662682,43.86977,5,"Analytics, Beauty, Database, Machine Learning, Marketplace, Media and Entertainment, Personal Health, Social Network, Wellness",Bay Area,ZiM
-18.59296,-23.713058,5,"Analytics, Machine Learning",Bay Area,"Parkbliss, Inc"
-32.920773,27.758253,5,Travel,Bay Area,FlightsOnTap
-10.658418,43.866497,2,"3D Technology, Robotics, Virtual Reality, Web Apps",Los Angeles,Supreme Tech Ether Technology Company
-9.375115,-1.9836913,4,"Journalism, Natural Language Processing",New York,NewsCracker
11.946327,-46.937954,4,"Browser Extensions, Content, Machine Learning, News, Predictive Analytics, Productivity Tools, Social News, Software",New York,Nobias
-16.696999,-23.240725,5,Software,Bay Area,Tier3D
-7.7609525,-1.219016,5,"Software, Software Engineering",Bay Area,Cognizer
